O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value,Auto probability0,Auto probability1,Auto probability2,Auto probability
25-1125.00,"History Teachers, Postsecondary",4.75,4.12,4.75,4.75,2.0,1.75,3.88,4.0,4.25,4.0,3.88,3.12,3.0,2.88,4.25,3.12,3.75,2.5,0.25,0.0,0.0,0.25,0.38,0.0,0.0,0.0,0.0,0.25,3.75,3.0,3.0,3.75,0.88,0.75,3.0,0,0.4074876372934,0.42372165776509974,0.43622889081918004,0.4224793952925599
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",4.88,4.38,5.0,4.75,2.12,1.38,4.25,4.38,4.62,3.88,3.38,3.0,3.12,2.5,4.38,3.0,3.75,1.88,0.62,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.38,3.62,3.12,3.25,3.0,0.25,0.88,2.75,0,0.45961676031431864,0.503586887028054,0.46547697817471345,0.476226875172362
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",4.62,4.25,4.12,4.75,2.88,2.25,4.0,4.12,4.25,4.0,3.25,3.0,2.88,2.5,4.25,3.0,3.25,2.25,0.75,0.0,0.0,0.75,0.62,0.0,0.0,0.38,0.0,1.38,3.62,3.12,3.25,3.12,0.88,1.38,2.62,0,0.4579307296733788,0.5033660129558308,0.4675613738098505,0.47628603881302006
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",4.25,4.0,4.12,4.12,2.62,2.75,4.0,4.0,4.0,4.0,3.88,3.25,3.12,3.0,4.25,3.0,3.38,2.62,1.0,0.0,0.0,0.38,1.12,0.0,0.0,0.75,0.0,1.12,3.88,3.12,3.12,3.38,1.38,1.25,2.88,0,0.3643463180033564,0.34966259956053136,0.41573306633776497,0.3765806613005509
25-1194.00,"Career/Technical Education Teachers, Postsecondary",3.88,4.0,4.0,4.0,2.25,1.0,3.75,4.0,4.0,4.0,3.25,3.0,3.0,3.0,4.0,3.0,3.12,2.62,1.12,2.12,0.25,0.62,2.5,1.88,1.38,1.88,1.25,2.38,3.0,2.62,2.88,3.0,1.5,1.88,2.88,0,0.4099727870506342,0.3855866070528293,0.45262701762661095,0.41606213724335817
25-2012.00,"Kindergarten Teachers, Except Special Education",3.75,4.0,3.25,3.25,2.25,0.5,3.75,3.12,3.88,4.0,4.0,3.38,3.12,3.12,3.25,3.12,3.12,0.88,0.88,0.0,0.0,0.5,1.25,0.0,0.0,0.62,0.0,1.0,3.12,3.0,3.0,3.25,0.25,0.88,3.0,0,0.40716381131392154,0.3538823349344966,0.4630378206847041,0.4080279889777074
25-2021.00,"Elementary School Teachers, Except Special Education",4.0,4.0,3.88,4.0,2.75,1.75,4.0,3.88,4.5,4.25,4.0,3.62,3.0,3.0,4.12,3.38,3.38,1.62,0.88,0.5,0.0,0.5,0.88,0.38,0.0,0.25,0.0,1.12,3.62,3.12,3.12,3.38,0.25,1.0,2.88,0,0.34558028579431266,0.314227395222872,0.40876068936898946,0.3561894567953914
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4.0,4.0,4.0,4.0,3.0,0.88,3.62,3.88,4.0,4.0,4.0,3.62,3.12,3.12,4.0,3.38,3.12,0.38,0.88,0.0,0.0,0.62,1.0,0.0,0.0,0.38,0.0,1.12,3.25,3.0,3.0,3.5,0.62,1.0,3.0,0,0.3759940279196883,0.3593440328421593,0.4302920415636464,0.3885433674418313
25-2023.00,"Career/Technical Education Teachers, Middle School",4.12,4.0,3.62,4.0,2.38,1.38,3.88,3.5,4.0,3.75,3.88,3.12,3.0,2.75,4.0,3.12,3.0,2.62,0.88,0.62,0.0,0.75,1.75,1.62,0.25,1.38,0.38,1.88,3.0,3.0,3.12,3.0,1.12,2.0,2.62,0,0.3954533081261502,0.3301206905494496,0.4460252700542071,0.3905330895766023
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4.12,4.12,3.88,4.12,3.0,1.75,3.88,3.75,4.38,4.12,3.88,3.38,3.12,2.88,4.12,3.5,3.5,1.25,0.88,0.38,0.0,0.75,0.62,0.38,0.0,0.0,0.0,1.38,3.62,3.12,3.12,3.38,0.88,1.75,3.0,0,0.3581769514601092,0.3435550217424179,0.4130509895251748,0.371594320909234
25-2032.00,"Career/Technical Education Teachers, Secondary School",4.12,4.12,3.88,4.12,3.12,0.88,3.88,3.75,4.0,4.0,3.75,3.62,3.75,3.25,4.12,3.5,3.38,0.62,1.0,1.0,0.0,1.0,2.0,1.88,0.75,1.62,0.62,1.62,3.12,3.0,3.25,3.38,0.88,2.0,2.62,0,0.34330199504228176,0.2854112530677071,0.40602714324597855,0.34491346378532245
25-2051.00,"Special Education Teachers, Preschool",4.12,4.12,4.0,4.25,2.12,1.5,3.88,3.75,4.0,4.0,4.0,3.5,3.12,2.88,3.25,3.5,3.38,1.25,0.75,0.25,0.0,1.0,1.25,0.0,0.0,0.5,0.0,1.25,3.38,3.25,3.25,3.0,0.38,1.12,2.75,0,0.3915983396474303,0.36071854825138416,0.44082427415601444,0.397713720684943
25-2057.00,"Special Education Teachers, Middle School",4.0,4.0,4.0,4.0,2.75,0.5,3.88,3.88,4.12,3.88,4.0,3.88,3.25,3.12,4.0,3.38,3.12,0.62,1.0,0.25,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.5,3.25,3.0,3.0,3.75,0.38,0.38,3.0,0,0.38560960073121464,0.395154184387593,0.433435347371514,0.4047330441634405
25-2058.00,"Special Education Teachers, Secondary School",4.0,4.0,4.0,3.88,2.88,1.62,4.0,3.88,4.75,4.0,4.0,3.62,3.0,3.0,3.88,3.88,3.25,2.38,1.0,0.25,0.0,1.0,1.62,0.25,0.0,0.5,0.0,1.62,3.5,2.62,2.88,3.25,1.0,2.0,2.38,0,0.3211617467781025,0.27886022166006796,0.3943359409245488,0.3314526364542398
25-2059.01,Adapted Physical Education Specialists,4.0,4.12,3.88,4.0,2.0,0.88,3.88,3.88,4.0,3.88,4.12,3.88,3.62,3.12,3.62,3.75,3.38,2.0,1.12,0.25,0.0,0.25,2.0,0.5,0.0,0.88,0.0,1.75,3.88,3.0,3.25,3.25,0.5,1.38,2.88,0,0.2667237701099907,0.17560140428918203,0.3658844195861377,0.2694031979951035
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.88,3.75,3.88,4.0,2.5,0.62,3.5,3.25,3.88,3.88,3.75,3.38,3.0,3.12,4.0,3.12,3.0,0.62,1.12,0.0,0.0,0.62,1.12,0.0,0.0,0.0,0.0,0.12,3.0,2.88,2.88,3.25,0.12,0.12,2.88,0,0.45647919372491685,0.47008168136944306,0.4844187445281207,0.47032653987416023
25-3021.00,Self-Enrichment Teachers,3.75,3.25,3.12,3.62,1.62,0.38,3.12,3.12,3.5,3.12,3.25,3.0,2.88,2.0,3.25,3.0,2.88,1.5,0.75,0.0,0.0,0.75,1.38,0.75,0.0,0.62,0.0,1.25,3.0,2.12,2.12,2.75,0.25,0.5,2.25,1,0.5639498964436029,0.5313081266827666,0.5701771102057336,0.5551450444440343
25-3041.00,Tutors,3.62,3.88,3.62,3.62,2.38,1.25,3.62,3.5,3.88,3.62,3.38,3.25,3.25,2.88,3.75,3.38,3.25,1.12,0.38,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,3.38,2.75,2.75,3.5,0.0,0.75,2.5,0,0.4737425452565702,0.49346539653971,0.49532466718642354,0.48751086966090124
25-4011.00,Archivists,4.0,3.88,4.0,3.88,2.12,1.12,3.88,3.25,2.88,3.12,3.0,3.0,2.88,2.62,3.12,3.0,3.12,2.12,1.25,0.0,0.0,0.88,1.5,0.0,0.0,0.62,0.0,1.5,3.25,3.12,2.88,3.0,1.88,2.12,3.0,1,0.5158943438295616,0.5615642846756828,0.5173372538800436,0.5315986274617627
25-4012.00,Curators,4.62,4.25,4.62,4.12,3.0,1.25,4.38,4.12,3.5,4.0,3.38,3.75,3.62,3.38,3.38,3.0,3.62,2.38,0.88,0.12,0.12,1.0,1.25,0.38,0.0,0.5,0.0,2.5,3.88,3.38,3.75,3.62,3.62,3.75,3.62,0,0.328234183085101,0.3119447860447053,0.3781777471588441,0.3394522387628835
25-4013.00,Museum Technicians and Conservators,4.12,3.88,3.75,3.5,2.5,2.25,3.38,3.12,3.0,3.25,3.0,3.12,2.5,2.5,3.12,2.75,3.0,0.5,1.38,1.0,0.5,0.62,2.0,1.38,0.38,1.0,0.88,2.75,3.12,2.75,2.75,2.88,1.12,1.62,2.12,1,0.5543635781589842,0.5652856904194721,0.5507194958223067,0.5567895881335877
25-4022.00,Librarians and Media Collections Specialists,3.81,3.75,3.69,3.62,2.06,0.43,3.69,3.5,3.38,3.44,3.19,3.06,2.62,2.44,3.37,3.25,3.06,2.13,1.38,1.38,1.38,0.69,2.06,1.38,1.44,1.62,1.31,1.5,3.19,3.06,3.0,3.06,2.19,2.62,2.94,0,0.44560909934634196,0.41504685113554274,0.48213572337129307,0.44759722461772594
25-4031.00,Library Technicians,3.88,3.12,3.0,3.0,2.12,0.25,3.25,2.88,2.88,2.88,2.88,3.0,2.0,1.5,2.88,3.25,2.0,1.0,0.5,0.12,0.0,0.75,1.0,0.88,0.62,0.75,0.12,0.5,2.5,2.0,1.88,2.62,1.0,1.38,2.62,1,0.6644784718022265,0.6501944621663256,0.633730338420122,0.6494677574628914
25-9021.00,Farm and Home Management Educators,4.5,4.12,4.12,4.12,3.62,2.88,4.12,4.5,4.25,4.0,4.0,4.0,3.75,3.62,3.88,3.88,3.88,2.75,1.62,0.12,0.0,1.5,2.25,2.62,0.0,0.12,0.0,1.12,3.88,3.75,3.75,3.5,2.88,2.38,3.12,0,0.26840430742686294,0.2469005846483583,0.33762360512128,0.2843094990655004
25-9031.00,Instructional Coordinators,4.62,4.38,4.5,4.38,2.88,0.62,4.12,4.12,4.75,4.25,4.0,3.88,3.38,3.38,4.25,3.62,3.88,1.5,0.75,0.12,0.0,0.62,1.25,0.0,0.0,0.5,0.0,1.5,4.12,3.75,3.88,3.88,2.38,2.5,3.38,0,0.2519947345672904,0.22278138717035745,0.3309255970278855,0.2685672395885111
25-9044.00,"Teaching Assistants, Postsecondary",4.25,4.0,3.38,3.5,2.0,1.62,3.38,3.12,3.5,3.25,3.12,3.0,2.62,2.25,3.5,3.12,3.12,2.0,1.12,0.0,0.0,1.0,1.25,0.0,0.0,0.88,0.0,1.5,3.0,2.38,2.12,3.0,0.38,0.88,2.25,1,0.5357162584246709,0.5430142983609159,0.542447246738007,0.5403926011745313
27-1011.00,Art Directors,3.88,4.0,4.0,4.0,2.88,0.38,4.0,3.75,3.25,3.75,3.12,4.12,3.62,3.5,3.62,3.25,3.62,3.25,1.0,1.25,0.0,0.88,1.38,0.12,0.88,1.25,1.0,2.38,3.75,3.0,3.5,3.88,3.38,2.88,3.5,0,0.32448907306542196,0.2879718178366488,0.38402899672919943,0.3321632958770901
27-1012.00,Craft Artists,2.75,2.75,2.62,2.88,2.0,0.38,3.12,2.62,2.25,2.75,2.88,2.12,2.88,2.12,0.38,2.88,2.88,2.38,1.25,2.12,0.0,0.5,1.88,2.0,1.62,1.62,1.62,2.5,2.62,1.75,1.75,2.12,2.0,2.12,1.75,1,0.7022055854531573,0.6814352191618696,0.662312689557325,0.6819844980574506
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.12,3.25,2.75,2.88,1.38,0.0,3.25,3.38,2.38,2.88,2.75,2.25,2.0,1.75,0.88,2.5,2.88,2.75,1.25,1.62,0.0,0.62,2.0,1.88,0.0,1.38,0.0,2.5,3.0,2.0,2.12,2.75,1.75,1.38,1.25,1,0.6964367490877521,0.6754553650962407,0.6576283581349571,0.6765068241063167
27-1014.00,Special Effects Artists and Animators,4.0,3.88,3.0,3.5,2.38,0.12,3.75,3.38,3.0,3.25,2.88,3.62,3.0,3.0,3.0,2.88,3.25,1.75,1.75,1.12,0.0,1.62,1.88,2.0,0.0,0.12,0.0,0.88,3.12,3.0,2.75,3.0,1.88,1.88,2.5,1,0.5407039255464099,0.5668960599053321,0.5300417384394507,0.5458805746303975
27-1021.00,Commercial and Industrial Designers,4.12,4.0,3.88,4.0,3.5,2.75,4.0,4.0,2.88,3.75,3.25,3.62,3.62,2.75,2.88,2.38,3.88,3.88,3.62,1.88,0.0,1.5,2.5,1.5,0.0,0.88,0.0,2.88,3.75,3.5,3.75,3.12,1.75,2.12,2.88,0,0.4147576791667973,0.4400439601488415,0.43896122230694345,0.4312542872075274
27-1023.00,Floral Designers,3.0,3.12,2.75,3.38,2.12,0.25,3.38,2.88,2.12,2.88,3.0,2.88,2.88,2.5,2.25,3.0,2.62,2.75,0.5,0.62,0.0,0.38,0.38,0.38,0.0,0.0,0.0,1.38,2.75,1.88,1.5,2.88,1.75,2.25,2.25,1,0.6256148291662669,0.612283283183416,0.60740606805129,0.615101393466991
27-1024.00,Graphic Designers,3.75,3.38,3.12,3.5,2.12,0.25,3.62,3.12,2.75,3.12,2.88,3.0,3.0,2.88,2.88,2.88,3.0,3.12,1.5,0.38,0.0,0.75,1.62,0.25,0.0,0.0,0.0,1.25,3.0,2.62,2.75,3.0,1.38,1.0,2.38,1,0.5648587811589323,0.5952165287802416,0.5563963972748809,0.5721572357380182
27-1025.00,Interior Designers,3.88,4.0,3.75,4.0,3.12,0.5,4.0,3.25,2.62,3.38,3.38,3.75,3.62,3.5,3.0,3.62,3.5,3.25,1.12,0.12,0.0,0.88,1.75,0.75,0.0,0.88,0.0,1.62,3.38,2.88,2.75,3.0,2.88,2.75,3.0,0,0.39106291972791496,0.3701925764478915,0.43545764774397355,0.39890438130659334
27-1026.00,Merchandise Displayers and Window Trimmers,3.12,3.12,2.88,3.25,1.38,0.25,3.38,3.0,2.0,2.88,2.88,3.12,3.0,2.25,2.38,2.88,2.88,2.0,0.75,0.5,0.12,0.5,1.0,1.0,0.0,0.75,0.0,1.75,3.0,2.38,2.38,2.88,0.75,1.5,2.38,1,0.5903018009050527,0.5612408891331739,0.5906715483158109,0.5807380794513458
27-1027.00,Set and Exhibit Designers,4.0,3.88,3.12,3.62,3.38,0.88,3.75,3.12,2.75,3.5,3.12,3.5,3.25,3.0,3.0,3.12,3.88,3.75,1.62,1.38,0.62,0.88,1.88,1.25,0.5,1.0,0.38,2.25,3.12,3.0,2.88,3.62,2.75,2.75,3.38,0,0.4127514648814099,0.40407517367208357,0.44930004581688365,0.42204222812345904
27-2011.00,Actors,3.88,3.62,3.38,4.0,0.0,0.5,3.0,2.62,2.5,3.0,3.75,3.0,2.75,2.62,2.62,2.25,2.62,1.38,0.38,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.0,1.62,1.62,3.0,0.0,0.0,2.38,1,0.6153916073811843,0.6135336908772047,0.6044490330153849,0.6111247770912579
27-2012.00,Producers and Directors,4.19,4.12,3.81,4.06,2.44,0.06,4.0,3.69,2.94,4.19,3.5,4.38,3.69,3.56,3.0,2.75,3.5,1.44,0.81,0.0,0.0,0.81,1.56,0.88,0.0,0.56,0.0,2.19,3.81,3.25,3.31,4.06,2.88,2.75,3.75,0,0.32797393528073826,0.2776274396559302,0.3888853072667189,0.33149556073446246
27-2012.03,Media Programming Directors,4.0,4.0,4.0,4.0,2.38,0.62,4.0,3.88,3.25,3.75,3.88,4.0,3.25,3.38,3.5,3.12,3.75,3.12,0.62,0.25,0.0,0.38,2.25,2.0,0.0,0.5,0.0,1.25,3.88,3.5,3.62,3.88,3.0,3.12,3.88,0,0.29762263209482853,0.21599046028825342,0.36805116917673786,0.2938880871866066
27-2012.04,Talent Directors,4.0,4.0,3.25,4.0,1.88,0.5,4.0,3.12,2.62,3.62,3.75,3.38,3.25,3.75,3.0,3.0,3.25,2.0,0.5,0.0,0.0,0.62,0.5,0.0,0.0,0.25,0.0,0.62,3.5,2.88,2.62,3.0,1.75,1.38,3.0,0,0.47398224924121024,0.5048687604963575,0.49271900129428126,0.49052333701061634
27-2012.05,Media Technical Directors/Managers,4.0,4.0,3.5,4.0,2.25,0.12,4.0,3.62,3.5,4.62,3.62,4.0,3.25,3.0,3.62,2.88,3.62,1.88,1.62,2.75,0.0,1.12,3.25,3.0,2.0,2.0,1.5,3.12,3.62,3.75,3.25,3.75,1.5,2.0,3.5,0,0.34493458578282343,0.3645631992846461,0.4023254874950055,0.37060775752082503
27-2022.00,Coaches and Scouts,4.0,4.0,4.0,4.0,2.0,1.12,4.0,4.0,4.0,4.75,4.0,4.12,4.12,4.0,4.75,3.88,3.88,2.88,1.5,1.38,0.0,0.38,2.0,1.25,0.0,1.0,0.0,2.5,4.12,3.88,4.12,4.0,2.38,2.62,4.38,0,0.15066260031665024,0.14219216928006517,0.2589828460933177,0.1839458718966777
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.12,3.0,2.5,3.12,2.12,0.75,3.5,3.0,2.88,3.12,2.75,3.0,2.62,2.75,2.75,2.75,2.75,1.0,0.5,0.12,0.0,0.0,0.75,0.12,0.12,0.38,0.0,1.0,3.0,2.0,1.88,2.88,0.0,0.0,2.0,1,0.625665176919199,0.5950574097270191,0.6135943491449609,0.6114389785970596
27-2031.00,Dancers,2.88,3.0,2.5,3.0,0.38,0.0,2.62,2.88,2.75,3.0,3.0,3.75,2.62,2.12,2.75,2.62,2.12,0.62,0.12,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,2.25,1.75,1.38,2.5,0.0,0.0,2.0,1,0.6096179139920253,0.5091090219311099,0.6182904977923727,0.5790058112385026
27-2032.00,Choreographers,3.25,3.88,3.0,4.0,1.0,0.5,3.5,3.25,3.38,3.62,3.75,4.0,3.0,2.88,4.25,3.12,3.12,2.88,0.88,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.62,3.12,2.75,2.75,3.38,0.75,1.12,3.5,0,0.3526882398634825,0.3110043274724603,0.4296567064070018,0.3644497579143149
27-2041.00,Music Directors and Composers,3.44,3.69,3.5,3.63,1.44,0.56,3.56,3.06,2.94,3.44,3.25,3.63,2.88,2.81,3.25,2.94,3.25,2.31,0.75,0.12,0.0,0.62,0.75,0.0,0.0,0.0,0.0,0.62,3.31,2.69,3.0,3.31,1.56,1.19,3.06,0,0.480093326754492,0.48701223693003826,0.5039482559199255,0.49035127320148525
27-2042.00,Musicians and Singers,3.0,3.06,2.69,3.06,0.69,0.0,3.06,2.88,2.5,3.13,3.06,3.31,2.62,2.25,2.62,2.56,2.44,1.37,0.62,0.0,0.0,0.0,1.25,0.5,0.0,0.44,0.0,0.88,2.81,2.12,2.12,2.56,0.44,0.5,1.88,1,0.6012289165498998,0.5252174762064215,0.6076941498168651,0.5780468475243955
27-3023.00,"News Analysts, Reporters, and Journalists",4.31,4.0,4.44,4.62,1.31,0.06,4.06,3.75,2.38,3.44,3.94,3.5,3.25,3.0,2.38,2.75,3.19,1.75,0.56,0.06,0.0,0.75,1.31,1.25,0.0,0.12,0.0,0.69,3.31,2.44,1.81,3.38,0.75,0.81,2.62,1,0.5419606787477562,0.5777064928473692,0.5321435313809957,0.550603567658707
27-3031.00,Public Relations Specialists,4.0,4.0,3.88,4.12,1.88,0.25,4.0,3.62,3.0,3.25,4.12,4.0,3.62,3.38,3.0,3.25,3.38,2.75,1.38,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.5,4.0,3.25,3.25,4.0,1.38,1.5,3.0,0,0.3626738850062452,0.35453368572387944,0.41745472252094373,0.3782207644170228
27-3041.00,Editors,5.12,4.0,5.0,4.0,2.38,0.0,4.0,3.88,3.0,3.38,3.5,3.38,3.38,3.5,3.12,2.75,3.12,1.5,0.62,0.0,0.0,0.75,1.5,0.25,0.0,0.0,0.0,3.25,3.38,3.12,2.75,4.0,0.75,0.5,3.38,0,0.4585415148740708,0.47603752701373026,0.472866162195416,0.46914840136107233
27-3043.00,Writers and Authors,4.12,3.62,4.12,3.5,1.88,1.12,3.62,3.12,2.62,3.12,3.12,3.12,3.38,2.88,2.75,2.75,3.0,2.12,0.75,0.0,0.0,0.62,1.75,1.38,0.0,0.0,0.0,0.5,3.12,2.38,2.38,3.12,0.88,0.88,2.75,1,0.5889578052963884,0.6488066270230775,0.5655508820145627,0.6011051047780095
27-3043.05,"Poets, Lyricists and Creative Writers",4.62,3.88,5.75,3.88,0.5,0.5,3.88,3.88,2.75,3.25,3.38,3.0,3.12,2.5,2.25,2.12,3.38,1.75,0.75,0.5,0.0,0.62,0.5,0.25,0.0,0.0,0.0,0.75,3.38,2.12,2.12,2.88,1.0,0.88,1.0,1,0.6519222177548727,0.7018634283744518,0.6015519441033348,0.6517791967442198
27-3091.00,Interpreters and Translators,4.0,4.25,4.0,4.0,1.25,0.12,3.88,3.0,3.12,3.75,3.62,3.0,2.38,2.25,3.0,3.12,3.0,0.75,1.0,0.0,0.0,0.12,1.38,0.0,0.0,0.25,0.0,1.25,3.0,2.12,2.12,3.0,0.38,0.38,2.5,1,0.5174300606671096,0.4988896342003568,0.536880359994754,0.5177333516207402
27-3092.00,Court Reporters and Simultaneous Captioners,3.62,3.88,3.25,3.12,0.62,0.0,2.75,2.38,1.88,3.0,2.25,1.75,0.88,0.88,0.5,1.75,2.0,0.12,0.0,0.25,0.0,0.12,1.62,1.38,0.5,0.75,0.38,1.88,2.0,0.88,0.75,2.62,0.0,0.0,0.5,1,0.8198496747963873,0.7343086877274345,0.7534721102447861,0.7692101575895359
27-4011.00,Audio and Video Technicians,3.62,3.25,3.12,3.12,2.0,0.0,3.75,3.0,3.0,3.38,3.0,3.12,2.5,2.5,3.0,3.12,3.0,1.62,1.75,2.25,2.12,1.25,3.12,3.0,2.38,2.88,2.5,3.0,2.88,2.88,2.75,3.0,1.0,1.75,2.75,0,0.48515533636012975,0.44479148135516766,0.5158358570470583,0.48192755825411854
27-4012.00,Broadcast Technicians,3.62,3.62,3.12,3.25,2.88,1.0,3.38,3.12,3.0,3.62,3.0,3.0,2.38,2.12,2.88,2.25,3.25,2.0,2.25,3.0,2.0,1.88,3.62,3.0,2.88,3.12,2.62,3.25,3.12,3.0,2.88,3.12,1.25,1.5,2.88,1,0.5467725464084339,0.4970350399665229,0.5417795946748214,0.5285290603499261
27-4014.00,Sound Engineering Technicians,3.5,3.5,3.12,3.12,2.0,0.38,3.62,3.12,2.88,3.5,3.0,3.12,3.12,2.88,2.88,3.0,3.25,0.5,1.88,2.62,0.5,1.0,3.0,3.0,2.62,2.75,2.5,3.0,3.0,3.0,3.12,3.0,1.38,1.75,2.62,1,0.500985288082066,0.520363024705162,0.5193927856583116,0.5135803661485132
27-4021.00,Photographers,3.12,3.62,2.88,3.25,1.75,1.5,3.25,3.12,2.88,3.12,3.0,3.0,3.0,2.88,2.88,3.12,3.0,2.88,1.62,2.25,0.38,0.62,2.25,2.0,1.0,1.75,0.75,2.5,3.0,2.38,2.38,3.0,0.88,1.12,2.88,0,0.48019412012018137,0.44943322070454883,0.5177309606395042,0.4824527671547448
27-4031.00,"Camera Operators, Television, Video, and Film",3.25,3.25,2.88,3.12,1.88,0.0,3.5,3.0,2.88,3.12,3.12,3.75,2.88,2.38,2.75,2.88,3.12,2.12,2.0,2.88,0.12,0.5,3.0,2.88,2.0,2.12,1.88,3.0,3.12,2.12,2.12,3.12,0.75,1.62,2.75,1,0.5005089816108897,0.5239385914357939,0.5268229300160385,0.5170901676875741
27-4032.00,Film and Video Editors,3.75,3.75,3.12,3.25,1.75,0.0,3.5,3.25,2.75,3.0,2.88,3.0,3.0,2.62,2.62,2.62,3.12,2.0,1.38,1.25,0.0,0.62,2.12,1.25,0.5,1.25,0.5,2.38,3.12,2.88,2.75,3.0,0.88,0.75,1.88,1,0.5820650474450986,0.5746287825677712,0.5733835139541554,0.5766924479890084
29-1011.00,Chiropractors,4.5,4.12,3.88,3.88,2.5,3.75,4.12,3.88,3.12,3.38,3.88,3.38,3.25,2.5,3.12,3.75,3.62,2.25,0.75,0.0,0.0,0.5,1.62,1.75,0.0,0.62,0.0,1.88,3.62,3.12,3.25,3.25,1.5,1.75,2.88,0,0.37941007645261493,0.3246233729647656,0.43072553221965393,0.3782529938790115
29-1022.00,Oral and Maxillofacial Surgeons,5.25,4.0,3.88,4.12,2.75,3.88,4.75,4.5,3.38,3.88,3.88,3.5,3.25,2.75,3.5,3.88,4.38,3.38,1.88,1.88,0.0,0.5,2.38,3.0,1.38,1.5,1.25,2.62,4.12,3.25,3.5,3.25,1.5,1.5,3.12,0,0.3117255256747171,0.31786631286831835,0.3759210855029096,0.3351709746819817
29-1023.00,Orthodontists,4.12,3.88,4.0,4.0,2.38,3.62,4.0,3.88,3.38,3.75,3.75,3.62,3.25,3.25,3.75,3.38,3.62,3.88,1.75,1.25,0.12,0.25,2.75,2.25,0.0,1.12,0.0,2.12,3.75,3.0,2.88,4.0,1.5,1.88,3.25,0,0.27961520207009016,0.2378513483597544,0.36390441618664227,0.2937903222054956
29-1024.00,Prosthodontists,3.88,3.88,3.38,3.88,2.5,3.12,4.0,3.25,3.12,3.5,3.75,3.12,3.0,2.88,3.25,3.5,3.75,3.62,2.12,1.38,0.38,0.62,2.5,2.38,1.12,2.25,1.0,3.0,3.38,2.5,2.5,3.38,2.0,2.0,3.25,0,0.3423855563234497,0.3262510422428022,0.4148466404633666,0.3611610796765395
29-1031.00,Dietitians and Nutritionists,4.88,4.0,4.25,4.12,3.0,3.62,4.12,4.12,4.12,4.12,4.25,3.88,4.0,3.62,3.88,4.12,4.12,3.38,1.25,0.0,0.0,1.0,1.75,0.0,0.0,0.62,0.0,3.0,4.0,3.5,3.62,3.5,3.38,2.88,3.5,0,0.2049609181519827,0.20677969481721448,0.2973873957708406,0.23637600291334593
29-1041.00,Optometrists,4.88,4.25,4.0,4.0,3.0,3.88,4.25,3.88,3.12,3.5,3.88,3.5,3.38,3.0,3.25,3.75,3.88,2.12,0.88,0.0,0.0,1.12,2.12,2.25,0.0,1.88,0.0,2.88,3.88,3.12,3.12,3.25,2.12,2.12,3.12,0,0.33102155025591173,0.2814140485899088,0.3938552902925494,0.33543029637945665
29-1051.00,Pharmacists,4.88,4.25,4.0,4.12,3.38,3.75,4.38,3.88,3.5,4.25,3.75,3.62,3.12,3.0,3.88,3.75,3.5,2.88,0.75,0.25,0.0,0.75,1.88,0.12,0.0,1.12,0.0,2.5,3.75,3.0,3.38,3.62,2.0,2.75,3.5,0,0.29299080039839964,0.2688605464815055,0.3635836059426367,0.30847831760751393
29-1071.00,Physician Assistants,4.75,4.12,4.0,4.0,3.0,3.88,4.62,4.12,3.38,4.0,4.12,4.0,3.5,3.12,4.0,4.12,4.0,2.75,1.12,0.25,0.0,1.12,2.0,0.0,0.0,1.12,0.0,2.25,4.12,3.12,3.75,3.75,1.25,1.5,3.0,0,0.2538686758514359,0.23313986716584623,0.3386407593141598,0.27521643411048063
29-1071.01,Anesthesiologist Assistants,4.25,3.88,3.5,3.75,2.88,2.88,3.75,3.62,3.25,3.88,3.62,3.5,2.88,2.88,3.25,3.5,3.38,1.12,1.38,2.25,0.62,0.62,3.5,3.38,1.75,2.5,1.88,2.88,3.62,2.88,3.12,3.12,1.25,2.0,2.88,0,0.39488766386392626,0.41445163731830803,0.44430068143115875,0.41787999420446437
