O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
51-3092,3.0,3.0,2.88,3.0,2.38,1.75,2.88,2.12,2.0,3.0,2.62,3.0,2.12,2.0,2.12,2.12,2.62,1.75,0.5,0.88,0.0,0.12,3.0,2.88,1.25,2.0,0.62,2.12,2.38,1.5,1.5,2.5,0.38,0.62,2.12,38540.0
51-3093,2.75,3.0,2.62,2.38,1.88,1.38,2.38,2.38,2.0,2.88,2.38,2.75,1.62,1.62,2.12,2.12,2.38,0.75,0.38,0.5,0.0,0.25,3.12,2.88,1.12,1.75,0.38,2.12,2.25,1.38,1.62,2.25,0.75,1.0,2.0,-6820.0
51-4021,2.88,2.62,2.0,2.5,2.5,1.12,2.75,2.25,2.12,3.25,2.38,3.0,1.88,1.5,2.25,1.75,2.62,1.38,0.88,2.5,1.62,0.5,3.62,3.5,2.62,2.75,2.88,3.38,2.75,2.25,2.25,2.5,0.75,1.25,1.88,4420.0
51-4022,2.88,3.0,2.75,2.88,2.12,0.62,2.88,2.12,2.25,3.12,2.38,2.62,2.12,2.12,2.25,2.12,2.75,1.12,0.88,1.75,1.0,0.25,3.0,3.0,2.25,2.75,2.12,2.88,2.62,1.75,1.75,2.62,0.38,0.5,2.25,-5020.0
51-4023,2.88,2.75,2.62,2.75,2.5,0.38,3.0,3.0,2.75,3.0,2.5,3.0,1.75,1.62,2.88,2.0,2.75,1.12,0.88,2.38,2.0,0.62,4.0,3.88,3.0,3.0,2.88,3.88,2.88,2.75,2.38,3.0,0.88,1.25,2.62,-900.0
51-4031,2.88,2.75,2.38,2.75,2.38,0.88,2.75,2.25,2.0,3.0,2.0,2.5,1.75,1.88,2.5,1.62,2.62,1.25,0.75,1.5,0.88,0.12,3.5,3.5,2.75,2.88,2.5,3.38,2.75,1.5,1.5,2.62,0.5,0.75,1.88,4790.0
51-4032,2.88,3.0,2.75,3.0,2.25,0.62,3.12,2.38,2.12,3.12,2.25,2.25,2.0,1.88,2.0,2.0,2.75,1.88,1.12,2.25,1.5,0.25,3.5,3.12,2.38,2.75,2.38,2.88,2.75,2.12,2.0,2.38,0.5,0.75,2.12,-6600.0
51-4033,2.88,2.62,2.0,2.5,3.0,0.5,2.88,2.25,2.0,3.0,2.25,2.5,1.62,1.38,2.12,1.75,2.75,1.0,0.75,2.12,0.62,0.75,3.62,3.62,2.5,2.62,2.5,3.5,2.88,2.25,2.12,2.25,0.75,1.12,1.88,6680.0
51-4034,3.0,2.88,2.12,2.62,2.25,0.75,3.0,2.0,1.75,3.0,2.12,2.62,1.38,1.0,2.12,1.5,2.5,0.88,0.75,2.25,0.88,0.62,2.88,3.12,2.5,2.62,2.12,3.12,2.38,2.0,1.75,2.25,0.75,0.62,1.62,-14500.0
51-4035,2.75,3.0,2.25,2.62,2.75,0.62,2.88,2.5,1.88,3.0,2.25,2.62,1.62,1.5,2.12,1.75,2.5,1.62,0.75,1.88,1.25,0.75,3.5,3.25,2.25,2.75,2.12,3.0,2.38,1.88,1.75,2.62,0.62,0.75,1.75,-3380.0
51-4041,3.0,2.88,2.62,3.0,2.75,0.75,3.12,2.88,2.38,3.12,2.75,3.0,2.12,2.12,2.75,2.12,3.0,1.88,1.88,2.62,2.38,1.12,3.25,3.38,2.88,2.88,2.75,3.0,2.75,2.12,2.25,2.62,0.75,1.0,2.0,-9230.0
51-4051,2.88,3.0,2.75,2.88,2.62,1.62,3.0,2.12,2.0,3.12,2.38,2.25,2.25,2.0,2.12,2.12,2.88,0.75,0.25,2.0,0.0,0.0,3.88,3.75,2.88,2.75,2.25,3.12,2.75,2.12,2.12,2.88,0.88,1.75,2.38,-3700.0
51-4052,2.5,3.0,2.0,2.62,1.62,1.12,3.0,2.12,2.12,3.0,2.12,2.62,2.12,2.12,2.12,2.12,2.12,1.0,0.5,2.12,0.25,0.25,3.12,3.0,2.75,2.75,2.25,3.0,3.0,1.25,1.5,2.25,0.75,1.0,1.75,-1680.0
51-4061,3.0,2.88,2.62,2.62,2.88,1.25,3.0,2.88,2.0,3.0,2.62,2.88,1.88,1.38,2.12,1.5,2.75,2.5,1.88,3.0,0.38,0.88,3.12,3.25,2.62,3.12,2.62,3.12,2.88,1.12,1.88,3.0,0.88,1.38,1.75,-1840.0
51-4062,3.0,2.88,2.12,2.88,2.38,0.5,3.0,2.25,2.0,3.12,2.5,2.62,1.75,1.75,2.25,1.75,2.75,2.38,1.75,1.88,0.5,1.25,3.12,3.0,2.12,2.0,1.88,3.25,2.5,2.0,2.12,2.5,0.25,0.38,1.75,-760.0
51-4071,1.88,2.25,1.62,1.88,1.62,0.25,2.5,1.75,1.38,2.62,2.12,2.5,1.25,1.12,2.12,1.25,2.0,0.88,0.5,1.5,0.0,0.0,2.38,2.25,1.12,2.12,1.25,2.38,2.25,1.0,1.0,2.5,0.5,0.62,1.62,5720.0
51-4072,3.0,3.0,2.5,2.38,2.12,0.25,2.62,2.25,2.25,3.0,2.12,2.0,2.0,2.0,2.12,1.62,2.25,1.62,0.5,2.0,1.12,0.5,3.88,3.75,2.75,2.75,2.62,3.12,2.25,1.12,1.75,2.38,0.62,0.5,2.12,43980.0
51-4081,3.0,3.0,2.75,2.88,2.12,0.38,3.12,2.88,2.75,3.0,2.38,2.88,2.38,2.12,2.88,2.12,3.0,1.88,1.25,2.38,1.75,1.12,4.0,3.12,3.12,3.0,3.0,3.5,3.0,2.25,2.12,2.88,1.0,1.0,2.0,48790.0
51-4111,3.12,3.0,2.5,2.75,2.88,1.25,3.12,3.12,2.12,3.0,2.0,2.88,1.62,1.25,2.12,1.0,3.0,3.12,2.88,3.0,0.75,0.62,3.0,3.12,2.88,2.88,2.88,3.75,3.0,2.5,2.38,2.88,0.38,0.62,1.62,-5180.0
51-4121,2.44,2.5,1.75,2.19,1.62,0.32,2.69,2.19,1.81,2.81,2.12,2.44,1.75,1.56,2.19,2.06,2.31,0.88,0.88,1.88,0.5,0.25,2.56,2.5,1.94,2.06,1.88,2.94,2.31,1.81,1.31,2.31,0.69,1.0,1.62,41140.0
51-4122,2.62,2.62,2.0,2.88,1.62,0.75,3.0,2.0,1.88,3.12,2.5,2.75,1.75,1.75,2.25,1.5,2.5,1.25,0.62,2.0,0.25,0.12,3.25,3.12,2.38,2.38,2.12,2.5,2.5,1.25,1.5,2.5,0.38,0.62,1.88,-20250.0
51-4191,3.0,2.88,2.62,2.62,2.88,1.12,3.0,2.62,2.75,3.38,2.5,2.88,1.88,1.62,3.0,1.88,2.62,1.62,0.0,2.62,0.25,0.88,3.75,3.88,3.12,2.75,2.88,3.25,2.62,2.12,1.88,2.62,0.62,1.38,2.25,-1420.0
51-4192,2.88,2.88,2.88,2.5,3.12,0.38,3.12,2.62,2.0,3.0,2.75,3.0,1.75,1.62,2.5,2.0,2.88,2.0,0.62,2.0,0.88,0.12,2.75,2.75,2.0,2.0,2.0,2.88,2.75,1.88,1.88,2.5,0.5,0.5,2.25,-4920.0
51-4193,2.88,3.0,2.62,2.75,1.38,1.88,2.75,2.12,2.12,3.0,2.25,2.62,2.12,2.12,2.38,2.12,2.25,1.62,0.5,2.0,0.25,0.0,3.12,3.0,2.38,2.25,2.12,2.75,2.12,1.62,1.62,2.75,0.5,0.88,2.25,5910.0
51-4194,3.0,2.88,2.25,2.38,2.88,0.12,2.88,2.62,2.38,2.75,2.12,2.12,2.12,2.0,2.38,2.0,2.75,1.38,1.12,2.38,0.25,0.5,3.62,3.62,3.38,2.88,3.0,3.25,2.75,2.25,2.25,2.62,1.38,1.75,1.88,-4420.0
51-5111,3.0,3.0,2.88,3.12,2.0,0.88,3.0,3.0,2.25,3.0,2.75,2.88,2.38,2.12,2.5,2.62,2.88,1.5,1.0,1.75,0.0,0.88,3.0,2.12,1.88,2.12,1.75,2.38,2.88,2.25,2.25,2.75,0.5,0.88,2.25,-5910.0
51-5112,3.12,3.0,2.62,3.0,2.0,0.0,3.12,2.88,2.12,3.25,2.75,3.0,2.38,2.0,2.75,2.62,2.88,0.75,0.75,2.5,0.12,0.62,3.62,3.25,3.12,3.12,3.12,3.25,2.88,2.12,2.12,3.0,0.75,1.88,2.0,6680.0
51-5113,2.88,2.88,2.62,2.75,2.12,0.12,3.0,2.38,2.88,3.0,2.62,2.75,2.25,1.88,2.75,2.25,2.88,0.5,1.0,2.25,1.5,0.88,3.12,3.12,3.12,2.75,2.75,2.88,2.75,2.12,2.38,2.62,0.75,0.75,2.5,-5830.0
51-6011,2.12,2.25,2.12,2.38,0.88,0.0,2.5,2.12,2.12,2.25,2.25,2.25,2.12,2.12,2.12,2.38,2.25,0.88,0.0,1.12,0.0,0.0,2.5,2.12,1.25,2.25,1.25,2.0,2.12,1.62,1.5,2.38,1.0,1.0,2.0,10000.0
51-6021,1.75,2.0,1.5,2.0,0.75,0.0,2.25,1.5,1.0,2.12,1.75,1.75,1.25,1.12,0.38,1.5,1.75,0.5,0.5,1.12,0.25,0.0,2.12,2.25,1.38,1.75,1.0,1.88,2.12,0.88,1.25,2.0,0.5,0.5,0.75,-12080.0
51-6031,2.12,2.12,2.0,1.88,1.88,0.0,2.12,1.88,2.0,2.5,1.88,1.75,1.5,1.5,1.88,1.5,2.12,0.62,0.0,0.75,0.0,0.0,2.12,2.25,1.25,2.0,1.0,2.62,2.0,1.62,1.12,2.12,0.88,0.75,1.5,-8660.0
51-6041,2.25,2.25,1.5,2.12,1.0,0.12,2.62,1.75,0.12,2.5,2.25,2.12,2.12,1.38,1.62,2.38,2.0,1.12,0.12,1.5,0.0,0.0,2.25,2.25,0.0,1.62,0.12,2.38,2.38,1.38,0.12,2.12,0.5,0.75,1.75,1050.0
51-6042,2.75,2.75,1.75,2.62,1.62,0.12,2.38,1.75,1.12,2.88,1.88,1.88,1.62,1.25,1.38,1.38,2.5,1.25,0.5,2.5,0.0,0.0,2.88,3.0,2.62,2.5,2.25,3.0,2.38,1.62,1.75,2.62,1.0,0.88,1.75,1470.0
51-6051,2.25,2.38,2.25,1.88,2.12,0.0,2.38,2.12,2.25,2.62,2.0,1.88,1.88,2.0,2.62,2.12,2.38,1.62,1.0,0.25,0.0,0.0,2.12,2.25,0.0,1.62,0.0,2.0,2.38,1.88,1.75,2.5,1.5,2.0,2.25,-1190.0
51-6052,2.62,3.0,2.25,2.88,1.62,0.0,3.0,2.62,1.75,2.62,2.88,2.5,2.0,2.12,1.88,2.75,2.62,2.12,1.0,1.88,0.0,0.0,2.12,2.38,1.5,1.38,1.25,2.12,2.75,1.25,1.25,2.88,0.75,0.88,2.0,3910.0
51-6061,2.62,3.0,2.62,2.62,2.5,1.0,2.62,2.0,1.75,2.75,2.38,2.75,1.88,1.62,2.12,2.0,2.25,1.5,0.75,2.0,1.0,0.0,3.62,3.25,2.25,2.12,2.25,3.0,2.38,1.88,2.0,2.25,0.75,0.62,1.88,-2820.0
51-6062,2.62,2.5,2.25,2.12,2.12,0.0,2.75,2.0,2.0,3.25,1.88,2.75,1.62,1.62,2.62,1.62,2.62,1.25,0.75,2.12,1.25,0.75,3.75,3.75,3.25,3.0,3.0,3.12,2.62,2.25,2.12,2.75,0.75,1.12,2.12,-1160.0
51-6063,2.25,2.5,1.88,2.5,0.88,0.25,2.5,1.5,1.62,2.88,1.88,2.25,1.75,1.38,2.12,1.62,2.0,1.88,0.25,1.75,0.5,0.0,3.12,2.88,2.38,2.38,1.62,2.5,2.38,1.0,1.12,2.25,0.62,0.5,1.75,-1630.0
51-6064,2.12,2.5,2.0,2.38,2.0,0.0,3.0,2.12,2.0,3.0,2.0,2.5,1.62,1.62,2.5,2.0,2.0,1.38,0.5,2.0,1.0,0.0,3.88,3.88,2.5,2.62,2.75,3.0,2.38,2.12,2.12,2.12,0.75,1.0,2.0,5450.0
51-6091,2.75,3.0,2.62,2.88,1.88,0.62,3.0,2.62,2.12,3.12,2.62,3.0,2.12,2.12,2.38,2.12,2.75,1.5,0.62,2.25,0.0,0.25,3.88,3.25,2.5,2.75,2.62,2.75,2.88,1.75,2.0,2.88,0.75,1.0,2.12,-1540.0
51-6092,3.25,3.38,2.88,3.0,3.0,0.12,3.38,3.0,3.0,3.25,2.88,2.88,2.62,2.62,3.0,2.75,3.0,2.75,1.5,0.62,0.0,1.25,2.88,2.5,0.12,2.12,0.38,3.12,3.0,2.75,2.38,3.0,1.62,1.88,2.12,430.0
51-6093,3.0,3.0,2.38,2.88,2.5,0.5,3.12,2.88,2.75,3.0,2.5,2.75,2.5,2.25,2.62,2.88,3.0,1.75,1.38,2.12,0.38,0.0,2.88,2.62,1.88,2.0,1.88,2.75,2.88,2.0,2.0,3.0,1.5,1.75,2.25,-350.0
51-7011,2.62,2.5,2.38,2.5,3.0,0.38,3.0,2.75,2.25,3.12,2.38,2.5,2.25,2.0,2.25,2.0,2.75,2.88,1.5,2.88,0.62,0.75,3.12,2.88,2.88,2.88,2.5,3.38,2.88,2.0,2.0,3.0,1.25,1.5,2.38,11230.0
51-7021,2.75,3.0,2.25,2.38,1.75,0.12,3.12,2.75,2.25,2.88,2.62,2.75,2.0,2.12,2.62,2.62,2.75,2.0,0.75,2.25,0.0,0.12,3.0,2.62,2.0,2.25,2.12,2.88,2.75,2.0,2.0,2.88,1.25,1.88,2.62,900.0
51-7031,3.12,3.0,2.75,2.88,2.0,1.0,3.12,2.62,1.88,2.88,2.5,3.0,1.88,1.88,2.38,2.38,3.0,2.88,1.25,0.5,0.5,0.62,2.88,2.88,0.25,1.5,0.0,2.62,2.62,2.25,2.0,2.88,0.75,0.88,2.0,-550.0
51-7032,3.0,3.0,2.12,2.5,3.0,0.88,3.12,2.5,2.0,3.0,2.62,2.25,1.75,1.5,2.12,1.88,3.0,3.0,1.5,2.75,0.12,0.62,3.0,3.0,2.38,2.25,2.25,3.12,2.88,2.12,2.0,2.62,1.88,2.0,2.0,-580.0
51-7041,2.62,2.5,1.38,2.12,1.5,0.25,2.75,2.0,1.88,2.88,2.25,2.5,1.62,1.62,2.12,1.62,2.25,1.38,0.38,1.88,0.5,0.12,3.12,3.0,2.62,2.62,2.5,2.88,2.38,1.75,1.5,2.38,0.5,0.75,1.5,4410.0
51-7042,2.75,2.75,1.75,2.5,2.5,0.5,2.88,2.12,2.12,2.88,2.0,2.0,1.75,1.38,1.75,1.38,2.5,1.62,1.38,2.5,1.25,1.12,3.5,3.25,3.0,3.0,3.0,3.0,2.12,0.88,1.62,2.12,0.62,1.12,1.5,8040.0
51-8011,3.88,3.88,3.0,3.25,2.75,3.0,4.0,3.12,3.0,4.0,3.12,3.25,2.88,2.75,3.0,2.88,3.25,0.5,0.5,0.0,0.0,1.25,3.88,3.75,0.12,3.12,0.38,3.25,3.38,3.0,2.88,3.38,1.25,1.25,3.0,-2350.0
51-8012,3.62,3.5,3.12,3.25,2.75,1.5,3.75,3.0,2.62,3.25,3.0,3.62,2.62,2.75,3.0,2.88,3.12,1.88,0.62,1.12,0.12,0.88,3.5,3.0,1.38,2.5,1.38,2.88,3.25,2.75,2.88,3.0,0.75,1.12,3.0,-410.0
51-8013,3.25,3.12,2.88,3.0,2.75,1.88,3.25,3.0,2.62,3.38,2.75,3.0,2.5,2.12,2.75,2.62,3.0,1.12,1.0,2.25,0.5,0.75,4.0,3.62,3.12,3.12,3.12,3.12,3.12,2.62,2.25,2.75,1.0,1.38,2.38,-6680.0
51-8021,3.0,3.0,2.75,3.0,1.5,2.12,3.12,2.62,2.12,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,1.75,1.12,2.25,1.25,0.25,3.5,3.25,3.0,3.38,3.5,3.12,3.0,3.0,3.0,3.0,0.5,1.25,2.62,-5030.0
51-8031,3.25,3.12,2.88,3.0,3.0,2.12,3.25,3.12,2.75,3.75,2.88,3.12,2.0,1.88,2.88,2.25,3.0,0.75,0.88,2.62,0.25,0.62,3.75,3.25,3.25,3.25,3.25,3.38,3.0,2.62,3.0,3.12,0.75,1.0,2.38,12090.0
51-8091,3.75,3.75,3.0,3.12,2.88,2.88,3.75,3.0,2.88,3.75,2.62,2.75,2.12,2.12,2.62,2.12,3.12,2.0,0.0,2.0,0.0,1.0,4.5,3.88,2.75,2.62,2.75,3.5,3.0,2.5,2.75,3.0,1.12,1.38,2.75,-8650.0
51-8092,3.38,3.25,3.0,3.25,2.75,2.0,3.38,3.12,2.5,3.5,2.62,3.12,2.5,2.62,2.75,1.88,3.12,1.38,1.38,2.75,0.12,0.88,4.62,3.88,3.0,3.38,3.0,3.5,3.0,2.62,2.5,2.62,1.0,1.12,2.62,-1910.0
51-8093,3.5,3.0,3.0,2.88,3.38,1.88,3.75,3.25,3.0,3.75,2.62,3.12,2.38,2.5,3.0,2.38,3.25,1.5,1.25,2.25,0.0,1.25,4.75,3.88,2.88,2.88,2.62,3.75,3.25,3.12,2.75,3.0,1.5,1.88,2.62,-1330.0
51-8099,3.75,3.38,3.0,3.5,2.88,2.5,3.12,2.75,2.75,3.25,3.12,3.12,2.5,2.62,3.0,2.75,3.0,0.25,0.75,2.25,0.88,1.0,3.75,3.5,3.38,3.25,3.12,3.38,3.25,2.88,2.75,3.0,1.38,2.0,2.38,1340.0
51-9011,3.38,3.12,3.0,3.0,2.88,2.12,3.12,2.88,2.5,3.12,2.62,3.12,1.88,1.62,2.62,2.25,2.88,1.75,0.75,2.12,0.0,0.62,3.88,3.88,2.62,2.75,2.25,3.12,3.0,2.62,2.5,2.88,0.5,1.12,2.38,22410.0
51-9012,2.88,3.0,2.88,2.88,2.62,2.0,3.0,2.88,2.88,3.12,2.62,2.88,2.12,2.0,2.62,2.12,2.88,1.0,0.88,1.88,1.75,0.75,3.75,3.12,2.62,2.62,2.62,2.75,2.75,2.5,2.12,2.88,1.38,1.75,2.38,7850.0
51-9021,3.0,3.0,2.88,3.0,2.25,1.5,3.0,2.88,2.75,3.0,2.62,2.88,2.88,2.12,3.0,2.12,2.88,0.62,0.75,2.5,0.25,0.38,4.0,3.75,3.0,3.0,2.88,3.38,2.88,2.38,2.62,3.0,1.0,1.62,2.75,3380.0
51-9022,2.88,2.88,2.62,2.38,1.75,0.38,2.88,2.25,2.0,2.88,2.25,2.5,2.0,2.0,2.0,2.12,2.5,0.75,1.25,2.25,0.12,0.25,3.12,3.0,2.75,2.75,2.62,2.88,2.5,1.88,1.88,2.62,0.62,0.88,2.0,-150.0
51-9023,2.88,2.88,2.75,2.5,2.12,2.0,2.88,2.88,2.5,3.0,2.75,2.75,2.12,2.12,2.75,2.12,2.75,0.25,0.25,2.12,0.0,1.0,3.5,3.5,3.12,2.88,2.75,3.0,2.75,2.5,2.0,2.88,1.0,1.12,2.38,2670.0
51-9031,2.62,2.88,2.12,2.12,1.12,0.0,2.12,2.0,1.62,2.62,2.75,2.25,2.0,2.0,2.0,2.12,2.12,0.25,0.0,0.12,0.0,0.0,2.12,2.0,0.12,1.25,0.0,2.0,2.5,1.25,1.25,2.62,0.25,0.5,2.0,-5850.0
51-9032,2.88,2.75,2.0,2.5,2.12,0.5,2.88,2.0,1.88,3.12,2.5,3.0,1.62,1.62,2.12,1.75,2.75,0.62,0.75,2.12,0.75,1.0,3.62,3.5,3.0,3.0,2.75,3.75,2.62,2.12,2.0,2.38,0.75,1.12,2.0,-4610.0
51-9041,2.75,2.75,2.38,2.38,2.0,0.75,2.75,2.12,2.0,3.12,2.12,2.25,1.75,1.5,2.38,1.75,2.75,1.0,0.88,2.12,1.5,0.25,3.75,3.62,2.62,2.88,2.62,3.12,2.25,2.12,1.62,2.25,0.62,0.88,1.75,4360.0
51-9051,3.0,3.12,2.62,3.0,2.0,1.12,3.0,2.38,1.5,3.12,2.12,2.5,1.5,1.88,2.12,1.75,2.62,0.62,0.38,0.88,0.0,0.25,3.5,3.25,1.5,2.0,1.0,2.75,2.12,1.25,1.25,2.12,0.25,0.38,2.0,-1620.0
51-9061,3.0,3.12,3.12,3.0,2.5,1.0,3.25,2.38,2.12,3.12,2.25,2.88,2.25,2.25,2.12,2.0,2.75,1.62,0.75,1.25,0.0,0.62,3.12,2.88,1.38,2.25,1.12,3.38,2.75,2.0,2.12,2.75,0.88,1.0,2.12,87200.0
51-9071,2.91,2.875,2.63,2.81,2.7199999999999998,0.685,3.0300000000000002,2.6550000000000002,2.12,2.81,2.4050000000000002,2.315,2.815,2.2199999999999998,2.065,2.75,2.75,2.5,1.44,2.25,0.095,0.03,2.5300000000000002,2.3449999999999998,1.345,1.845,1.44,3.375,3.065,1.72,1.815,2.505,1.94,1.97,2.0300000000000002,390.0
51-9081,3.12,3.0,2.88,3.0,2.12,1.12,3.12,3.0,3.0,3.0,2.25,2.62,2.0,1.88,2.75,2.12,2.75,1.88,1.75,2.25,0.0,0.12,2.75,2.62,1.38,2.0,1.88,3.25,2.5,2.0,2.0,3.0,0.88,1.88,2.12,-860.0
51-9082,3.62,3.62,3.0,3.12,2.88,1.62,3.5,3.0,2.88,3.12,3.0,3.0,2.38,2.12,3.12,3.0,3.0,2.25,2.38,2.62,0.88,0.38,3.0,2.75,3.0,3.12,3.0,3.75,3.12,3.0,2.5,3.12,1.38,2.12,2.12,840.0
51-9083,2.88,2.88,2.62,2.62,2.25,0.88,2.88,2.5,2.38,2.88,2.5,2.5,2.0,1.62,2.25,2.62,2.5,1.25,1.0,2.5,0.0,0.75,2.88,3.12,2.0,2.12,2.5,3.38,2.62,2.0,1.62,2.75,0.88,0.75,2.0,1540.0
51-9111,2.88,2.75,2.25,2.25,2.0,0.0,2.25,2.12,2.25,2.88,2.62,3.0,2.12,2.0,2.25,2.12,2.12,0.0,0.38,1.75,0.0,0.12,3.25,2.88,2.62,2.62,2.25,2.62,2.12,2.0,2.0,2.38,0.25,0.25,2.25,8780.0
51-9123,2.25,2.25,1.88,2.5,1.12,0.0,2.62,2.0,2.0,2.62,2.75,2.62,2.0,1.88,1.75,2.12,2.0,0.62,0.5,1.25,0.0,0.0,2.25,1.0,0.88,1.75,0.5,2.12,2.25,1.12,1.12,2.38,0.62,0.75,2.12,-3850.0
51-9141,3.38,2.88,2.62,2.88,1.75,1.25,2.88,2.25,2.0,3.0,2.75,2.62,2.12,1.88,2.25,2.0,2.75,1.62,1.0,2.12,0.5,0.75,3.5,2.88,2.88,2.75,2.62,3.38,2.88,1.88,1.38,2.75,0.5,0.88,1.75,4100.0
51-9151,3.25,3.38,2.88,3.0,2.25,1.0,3.12,2.88,2.88,3.25,3.0,2.88,2.75,2.62,2.75,3.0,2.75,1.25,1.5,2.62,0.62,1.62,3.12,2.88,2.5,2.5,2.25,2.75,2.75,2.75,2.75,2.88,1.75,1.88,2.12,-16860.0
51-9191,2.5,2.75,2.25,2.62,2.38,0.5,2.75,2.38,2.12,3.12,2.38,3.0,1.88,1.62,2.38,2.0,2.5,0.75,0.25,2.12,0.12,0.62,4.0,3.75,3.12,3.0,2.88,3.5,2.5,2.62,1.88,2.88,0.75,1.25,1.75,-4320.0
51-9192,2.25,2.38,2.38,2.25,1.12,0.62,2.12,2.12,2.12,3.0,2.12,2.12,2.0,2.0,2.0,2.0,2.12,0.38,0.0,1.25,0.0,0.12,2.88,3.0,1.75,2.12,1.12,2.25,2.12,1.5,1.88,2.5,0.25,0.38,2.0,-950.0
51-9193,3.0,3.0,2.88,2.88,2.38,0.88,3.25,3.12,2.38,3.38,2.38,2.88,2.0,2.0,2.75,2.12,3.0,1.5,0.62,2.75,0.5,0.75,3.88,3.62,3.0,3.12,3.0,3.12,3.0,2.25,2.38,3.0,1.25,1.62,2.5,670.0
51-9194,2.88,3.0,2.25,2.62,1.75,0.25,3.12,2.25,2.0,2.88,2.25,2.12,2.0,1.75,2.12,2.12,2.25,1.62,1.5,2.25,0.0,0.62,3.0,2.88,2.12,2.38,1.38,2.88,2.62,1.62,1.12,2.75,1.0,0.88,2.0,1680.0
51-9195,2.94,2.88,2.435,2.685,1.935,0.5,2.94,2.31,2.315,2.94,2.62,2.5,2.0,1.75,2.315,1.875,2.565,1.75,0.75,2.0,0.06,0.25,3.06,2.88,1.88,2.06,1.75,2.69,2.62,1.815,1.685,2.5,0.685,1.62,2.0,10280.0
51-9196,2.25,2.75,2.12,2.75,2.0,0.0,2.88,2.25,2.12,3.0,2.5,2.62,2.12,2.12,2.12,2.12,2.38,1.75,0.88,2.25,0.62,0.0,3.12,3.0,2.75,2.62,2.25,2.75,2.25,2.5,2.25,2.62,0.75,1.0,2.0,8120.0
51-9197,2.12,2.62,1.75,2.25,1.12,0.0,2.5,1.75,1.88,2.88,2.0,2.0,1.38,1.25,1.88,1.75,2.0,0.38,0.62,1.12,0.12,0.25,3.38,3.12,1.12,2.0,1.0,2.12,2.0,1.12,0.88,2.25,0.5,0.62,1.5,3110.0
51-9198,2.25,2.0,1.62,2.12,1.75,0.25,2.25,1.88,1.88,2.38,2.0,2.38,1.38,1.0,2.0,1.5,2.0,0.62,0.25,1.5,0.0,0.25,2.5,2.5,1.75,1.88,1.75,2.25,1.88,1.12,1.12,1.88,0.62,0.75,1.62,-117490.0
53-2011,4.12,4.25,3.25,3.75,3.5,2.75,4.12,4.12,3.12,4.25,3.25,3.75,2.62,2.62,4.0,2.88,3.62,2.0,0.62,0.0,0.0,0.5,4.88,5.62,1.25,3.12,0.12,3.0,4.25,3.25,3.25,3.88,1.0,1.75,3.12,8760.0
53-2012,4.0,3.88,3.12,3.62,2.62,3.0,4.0,4.0,3.38,4.0,3.0,3.62,3.0,2.62,3.62,2.88,3.62,1.5,0.5,0.25,0.0,0.75,4.38,5.25,0.75,2.62,0.5,2.38,3.75,3.0,2.75,3.12,0.75,1.12,3.25,-340.0
53-2021,4.0,4.0,3.12,3.88,3.0,1.5,4.12,3.75,3.38,4.25,3.25,4.0,2.88,2.25,3.38,3.38,4.5,2.88,0.75,0.25,0.0,0.75,3.12,2.38,0.25,1.88,0.12,2.62,4.12,3.25,3.25,3.5,0.75,0.88,2.75,-770.0
53-2022,4.0,4.0,3.25,3.88,2.12,0.75,3.88,3.25,3.12,4.12,3.0,4.0,2.88,3.0,3.12,3.0,3.25,2.75,0.88,0.25,0.0,0.38,2.88,2.75,0.0,1.12,0.0,2.38,3.25,3.0,3.12,3.0,0.75,1.75,3.0,3630.0
53-2031,3.5,3.25,2.88,3.75,1.88,0.5,3.62,3.0,2.25,3.38,3.25,3.25,2.88,2.75,2.88,3.62,2.62,0.75,0.75,0.0,0.0,0.38,2.12,1.5,0.0,1.62,0.0,2.12,2.88,1.88,1.88,3.0,1.0,1.12,2.25,22330.0
53-3011,3.12,3.12,2.88,3.0,1.62,0.62,3.0,3.0,2.12,2.88,3.12,3.0,2.62,2.62,3.0,3.12,2.75,1.25,0.5,1.0,0.0,0.12,2.62,2.88,1.62,1.5,1.25,1.12,2.88,2.0,1.75,2.62,0.5,1.25,1.88,-4610.0
53-3031,3.0,3.0,3.0,2.88,1.88,0.0,3.38,2.12,1.88,2.62,2.88,2.88,3.0,2.88,1.88,3.0,2.88,0.12,0.38,0.0,0.0,0.0,2.0,2.38,0.75,1.38,0.25,1.88,2.75,1.88,1.88,2.75,0.88,1.12,2.0,38850.0
53-3032,3.0,3.0,2.5,3.0,2.12,0.0,3.0,2.25,2.12,3.0,2.38,2.25,2.0,2.0,2.12,2.12,2.88,1.12,0.62,1.88,0.75,0.12,3.12,3.5,2.75,2.75,2.75,2.75,2.75,2.0,2.0,3.0,1.62,2.0,2.12,230840.0
